Location,Price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
"Renuka Sankul CHS,Deolali Gaon, Nashik",310000,3,1,990,7050,1,990,0,1967,0,1200,8125
"Shambhuraj heights,Jai Hind Colony, Mahajan Nagar,Nashik",285000,4,1.75,2080,13629,1,1040,1040,1955,0,1780,14659
"Karda Hari Sanskruti, Ghatkopar, Nashik",280000,2,1,960,4920,1,960,0,1942,0,1010,5040
"Hari Aangan, Gandhi Nagar Airport Area, Deolali Gaon,Nashik",2300000,4,4.25,4070,13860,2,4070,0,2004,0,3430,9240
"hari kiran apartment,Deolali Gaon, Nashik",763776,4,2.5,2750,16139,2,2750,0,1989,0,2810,13093
"Viraj Atlantis, Amrutdham, Nashik",530000,5,2.75,3230,13572,1,1880,1350,1965,0,2910,15292
"Shramik Nagar, Nashik",362000,1,1,890,211576,1.5,890,0,1996,0,1670,217364
"Shivnandan apartment ,Mahalakshmi Nagar, MIDC Ambad,Nashik",430000,2,1,990,4920,1,990,0,1931,0,990,4960
"Samraat Dream Nest, DGP Nagar, Nashik",456500,3,1,1290,3880,1.5,1290,0,1919,0,1290,4850
"Sai Residency, Makhmalabad, Nashik",445000,4,2.5,2170,5257,2,2170,0,1989,0,1430,7528
"Mahalaxmi Dham CHSL Type C, Nandur Village, Nashik",386900,3,1,1330,10500,1,960,370,1963,0,1460,11550
"Cidco, Nashik",479000,3,1,1340,13750,1,1340,0,1955,0,1430,11400
"Shilp Kala, Adhav Nagar, Nashik Road,Nashik",525000,3,2.5,2200,4544,2,2200,0,2000,0,2400,5431
"Krushna apartments,Pandav Nagari, Pathardi Phata,Nashik",272000,4,1.75,2520,10890,1,1260,1260,1979,0,2090,12375
"Shivnandan apartment ,Mahalakshmi Nagar, MIDC Ambad,Nashik",517000,4,1,1180,13500,1.5,1180,0,1950,0,1580,8976
"Satyam Villa Apartment,Hirawadi, Nashik",615000,3,1.75,2660,7800,1,1330,1330,1951,0,1950,6240
"Blossom Heights, Ajmeri Nagar, Nashik",439000,3,1.75,1250,7030,1,1250,0,1965,0,1460,7210
"Madhav Residency, Kalpataru Nagar, Nashik",716000,3,2.5,2270,7866,1,2270,0,1988,0,2580,8132
"Gautami Ganga apartment nearteikone garden,Dwarka, Nashik",308000,2,1,1080,6250,1,1080,0,1942,1968,2100,6875
"Swaml niwas apartment,Makhmalabad, Nashik",800000,3,2.25,1620,4500,2,1620,0,1926,0,1210,4320
"M K Shree Gangadhar Apartment, Nashik Road, Nashik",575000,3,2,940,5000,1,880,60,1941,0,1420,5000
"M K Shree Gangadhar Apartment, Nashik Road, Nashik",219950,3,1.5,1620,9310,1,1620,0,1967,0,1610,10640
"Ajmeri Nagar, Nashik",770000,4,2.5,2350,8001,2,2350,0,1987,0,2460,8001
"A C AC Jain Aardhya Residency, Anand Nagar, Nashik Road,Nashik",424950,3,1.75,2090,7505,1,2090,0,1967,0,1510,7416
"Adgaon, Nashik",387000,3,2.25,1760,45133,2,1760,0,1984,0,1910,51773
"GAJANAN SENH,Swami Samarth Nagar, Nashik Road,Nashik",790000,4,1.75,2050,10920,1,1450,600,1974,0,2440,10920
"Sakar plaza,Bhujbal Knowledge City, Adgaon,Nashik",156000,2,1,600,4000,1,600,0,1933,0,1290,6973
"Amrutdham, Nashik",580000,2,1,2540,7000,1,1320,1220,1942,0,2160,6000
"Dales Dales Broadway, Gandhi Nagar Airport Area, Nashik Road,Nashik",490000,4,2.25,2090,10869,2,2090,0,1970,0,1800,17788
"Shyam averet,Dnyaneshwar Nagar, Pathardi Phata,Nashik",950000,5,3.25,2700,3650,2,2070,630,1926,2014,1940,4000
"Niki heights,Nashik Road, Nashik",400000,2,2.5,1410,1281,2,1090,320,2008,0,1410,2550
"New Pawanputra Pride, Pandav Nagari, Pathardi Phata,Nashik",325000,2,2.5,1170,1638,2,1170,0,2008,0,1350,1407
"New Pawanputra Pride, Pandav Nagari, Pathardi Phata,Nashik",365000,4,2.5,2540,6688,2,2540,0,2002,0,2810,6776
"Gautam residence,Pathardi Gaon, Pathardi Phata,Nashik",255000,3,1.75,2190,6000,1.5,2190,0,1920,0,1610,6000
"Pearl Park, Ambedkar Nagar, Chunchale,Nashik",985000,5,3.5,3890,13261,2,2870,1020,1984,0,3080,13261
"Sai shyam,Prabhat Nagar, Nashik",595000,4,2.5,2030,10722,1,1100,930,1967,0,1610,9134
"Pushpam,Shalimar, Nashik",427500,3,1,1350,7085,1,1350,0,1944,0,1350,7085
"Vijay galaxy makbalabad road ,Panchavati, Nashik",728000,3,1.5,1940,4000,1.5,1310,630,1915,0,1940,4000
"Champa Srushti Apartments,Sneha Nagar, Nashik",549950,2,1,1260,4000,1,1000,260,1940,0,1780,4000
"Samraat Nucleus, Bhagwant Nagar, Dr.Homi Bhabha Nagar,Nashik",650000,3,2,2800,10501,1,1400,1400,1954,0,2260,6534
"sai disha Residency,Deolali Gaon, Nashik",1130000,5,3.25,3080,13394,1,2230,850,1968,0,2810,10720
"Akshada park hariom nagar ,Nashik Road, Nashik",203000,3,1,840,6500,1,840,0,1969,0,920,4680
"Shri Ganesha Apartment,Amrutdham, Nashik",311000,2,1,860,3300,1,860,0,1903,0,1380,4400
"Shreeji Plaza, Dnyaneshwar Nagar, Pathardi Phata,Nashik",387500,6,2,2400,7684,1,1200,1200,1932,2005,1290,9800
"Shree Ganesha Valley, Bridge Nagar, Nashik",370000,4,2,1640,7200,1,1640,0,1963,0,1500,9000
"Flora heights crown wing G,Amrutdham, Nashik",228000,2,1,1060,6100,1,1060,0,1951,0,1550,9150
"ROYAL NEST SOCIETY, Kalpataru Nagar, Nashik",740000,2,1.75,2080,4800,1,1080,1000,1923,0,1310,4800
"Karda Hari Vishwa, Buddha Vihar, Pathardi Phata,Nashik",200000,4,2,2090,6630,1,1070,1020,1974,0,1550,7980
"Rajsamart cop society,Ghatkopar, Nashik",660000,3,1,1240,3500,1,1240,0,1927,0,1650,3360
"Pandurang plaza,Om Nagar, Nashik",275000,4,2,2030,8426,2,2030,0,1944,0,1190,7007
"Not Available,Indira Nagar, Nashik",708000,2,1,1120,5250,1,950,170,1938,0,1510,5250
"Ekta Greenville Villa, Buddha Vihar, Pathardi Phata,Nashik",280000,3,2.5,1270,9675,2,1270,0,1993,0,1270,11700
"Jaikumar Parksyde Residences, Pandav Nagari, Pathardi Phata,Nashik",325000,4,2.5,2260,5702,2,2260,0,2002,0,2450,6381
"shantarm park,Pathardi Gaon, Pathardi Phata,Nashik",495000,3,2.5,1780,47480,2,1780,0,1995,0,1890,51836
"not availble,Panchavati, Nashik",691000,2,2,1780,3810,1.5,980,800,1922,0,1690,3810
"Nashik Road, Nashik",2290000,4,2.5,4080,18362,2,4080,0,1983,0,4080,19991
"Vasantdadanagar, Adgaon,Nashik",329500,3,2.5,2120,22482,1,1360,760,1979,0,2330,16016
"Daksh Sai Galaxy, Pandav Nagari, Pathardi Phata,Nashik",348000,3,2.5,2060,7458,2,2060,0,1989,0,2480,7743
"Sai Villa, Sinnar Taluka, Nashik",425000,2,1,1670,6212,1,1670,0,1947,0,1670,7272
"Divya Apartment,Mhasrul Gaon, Nashik",210000,3,1,1080,21043,1,1080,0,1942,0,1380,7620
"Shyam Vihar Apartment,Someshwar Colony, Satpur,Nashik",285000,2,1,1210,4895,1,710,500,1951,0,1100,6000
"diksha apartment,Nashik Road, Nashik",222000,3,1,990,8840,1,990,0,1966,0,1120,8625
"Shreeji Sankul, Sharda Vihar, Nashik",200000,4,2.5,1720,9600,1,1120,600,1961,0,1520,9400
"Navkar Nest, Mhasrul Gaon, Nashik",247500,3,2,1530,8749,1,1530,0,1995,0,1750,8749
"United Palms, Sai Nath Nagar, Nashik",1500000,4,5.5,6550,217374,1,5400,1150,2006,0,4110,50378
"Tirumala Kuber,Pandav Nagari, Pathardi Phata,Nashik",190000,3,1.75,1100,9452,1,1100,0,1942,0,1350,9452
"Mahalaxmi Nagar, Konark Nagar, Nashik",975000,4,2.5,3020,4950,1.5,2020,1000,1921,0,2300,5450
"Nanashree,Prabudha Nagar, Satpur,Nashik",1130000,4,3,3180,4649,2,2070,1110,1925,0,2720,5980
"Paranjape Schemes Aaryavarta, Siddhivinayak Colony, Nashik",283200,4,1.75,1830,12540,1,1130,700,1958,0,2020,12540
"Shree Moraya Park, Samangaon, Nashik",650000,3,2.5,2540,8073,1,1880,660,1937,0,2110,7702
"Shreyas Residency, Prabhat Colony, Nashik",449500,3,2,1770,6610,1,960,810,1954,0,2010,4361
"Ambedkar Nagar, Chunchale,Nashik",400000,3,1.75,1470,6682,1,1470,0,1987,0,1790,7379
"Karifa apartment,Gulshan Colony, Nashik",89950,1,1,570,4080,1,570,0,1942,0,890,5100
"Bhagyashree Apartment ,RTO Colony, Uttara Nagar,Nashik",158800,3,1,960,8291,1,960,0,1950,0,1110,8231
"Shree Prakash Residency,Balawant Nagar, Anandwalli Gaon,Nashik",870000,4,3,2940,7108,2,2220,720,2011,0,2240,7950
"Mahalaxmi Nagar, Nashik",196000,3,1.5,1000,18568,1,1000,0,1989,0,1610,17420
"Vaishnavi Heights,Dhurav Nagar, Satpur,Nashik",850000,3,1.75,2450,8603,1,1340,1110,1940,0,2280,5779
"Nashik Road, Nashik",775000,4,2.5,3310,5101,2,3310,0,2005,0,3010,5176
"Gajanan Heihts,Gandhi Nagar Airport Area, Deolali Gaon,Nashik",483500,3,2.5,1670,4308,2,1670,0,2001,0,1670,2897
"Flora heights ,Vijaynagar Colony, Nashik",387000,3,1.5,1620,21929,2,1620,0,1990,0,1600,21679
"Shree Gurudev appartment,Mahalaxmi Nagar, Nashik",900000,3,3,2990,30869,2,2990,0,1951,2003,1750,15802
"Shree Balaji Sarvesh Park, Vidya Vihar Society, Nashik Road,Nashik",336000,3,1.5,1240,5000,1,1240,0,1964,0,1050,5000
"Shanti Villa,Pandav Nagari, Pathardi Phata,Nashik",415000,2,1,670,6000,1,670,0,1949,0,1240,5040
"Keshar Plaza,Vijaynagar Colony, Nashik",380000,0,0,1470,979,3,1470,0,2006,0,1470,1399
"Keshav Plaza,Vijaynagar Colony, Nashik",350000,3,1.5,1320,4400,1,1320,0,1909,0,1350,4400
"Panchavati, Nashik",1320000,4,5.25,6110,10369,2,6110,0,2005,0,4190,10762
"Deolali Gaon, Nashik",765000,3,1.75,2440,5800,1,1320,1120,1945,0,2530,5800
"Shree Govind Darshan aprt,GajananNagar, Mahajan Nagar,Nashik",527000,4,2.5,2900,6736,2,2900,0,2013,0,2900,6736
"Karda Hari Shraddha, Deolali Gaon, Nashik",524000,4,2.75,2310,5000,1.5,1480,830,1908,0,1100,5000
"Sanklecha The Metrozone Athens A1, Pandav Nagari, Pathardi Phata,Nashik",448000,2,1,1110,5413,1,890,220,1937,0,1300,5413
"Prasad Park, DGP Nagar, Nashik",775000,4,3.25,4100,241322,2,2500,1600,1981,0,3770,87821
"Sihvakur Row Houses,Nashik Road, Nashik",176500,3,1,930,9900,1.5,930,0,1910,0,930,7200
"Roongta Saffire 1,Rajiv Nagar, Nashik",750000,4,2.25,2420,11120,1,1620,800,1952,0,2210,8497
"champa varika ,Gorksha Nagar, Sneha Nagar,Nashik",1270000,4,2.25,2870,6000,1,1730,1140,1951,0,2370,5500
"Sakar glory apartment,Konark Nagar, Nashik",250000,3,1,1480,6750,1,1480,0,1958,0,1480,7594
"Sanklecha The Metrozone Athens A1, Pandav Nagari, Pathardi Phata,Nashik",759000,3,2.75,1960,6390,1.5,1960,0,1900,0,2440,5870
"Nanan bagh,Kala Nagar, Indira Nagar,Nashik",640000,3,2,1470,4640,1.5,1470,0,1926,0,1700,5000
"Shree Navshya Ganpati Park,Ojhar, Nashik",990000,3,3.25,2460,4182,2,2100,360,1910,0,2370,4284
"Ekya Vastu, Nandur Village, Nashik",395000,4,1.75,1960,7945,1,980,980,1946,0,1290,7945
"Adhav Nagar, Nashik Road,Nashik",275000,2,1.5,1160,1103,2,890,270,2006,0,1160,1086
"Samnani Ishwar Paradise, Ganesh Baba Nagar, Nashik",390000,3,2.5,1910,4755,2,1910,0,1997,0,2460,6099
"Shree Moraya Park Kharjul mala near rly stn,Nashik Road, Nashik",752500,5,2.75,2720,4680,1.5,1710,1010,1913,0,1670,4800
"Malpani Shree Rudra Residency, Uttam Nagar, Nashik",450000,2,1,1020,5000,1.5,1020,0,1906,0,1490,5000
"Malpani Shree Rudra Residency, Uttam Nagar, Nashik",473000,2,1,900,5100,1,900,0,1909,0,1400,5100
"Prashant Nagar, Pathardi Phata,Nashik",178500,3,1.75,1120,10450,1,1120,0,1973,0,1250,10414
"Anand,Murari Nagar, Nashik",485000,3,2.5,2340,59058,1,2340,0,1985,0,2700,37263
"Makhmalabad, Nashik",215000,3,1.5,1410,8415,1,780,630,1982,0,1440,7361
"Pimpalgaon Baswant, Nashik",589000,4,1.75,1920,4862,1,1060,860,1919,0,1840,4862
"Golden Rever Society,Panchak, Nashik",325000,4,1.75,1370,9993,1,1370,0,1918,0,1650,11592
"Vascon Vista Phase 2 by Vascon Engineers Ltd., Durganagar, Nashik",580000,3,2.5,1590,1937,2.5,1590,0,2004,0,1620,2022
"Mahatma Nagar, Parijat Nagar,Nashik",181100,4,1.75,1850,7500,1,1850,0,1954,0,1460,7500
"Morya palace behind nigal park gangapuit NashiNashik ,Gangapur, Nashik",345000,3,2,1430,4200,1,830,600,1908,0,1540,5000
"Shree Pragati,Ghatkopar, Nashik",781000,3,1.75,1940,8729,1,1460,480,1960,0,2250,9165
"Amar Jajoo Enclave, Murari Nagar, Nashik",402500,4,1,1270,3630,1.5,1270,0,1903,0,1420,4848
"Deep Akash Annex, Ambika Nagar, Nashik",426000,3,1.5,1380,7200,1,1080,300,1948,0,1220,7200
"Dwarka, Nashik",389000,3,2.5,1720,4515,2,1720,0,2005,0,2220,4618
"Deep Akash Annex, Ambika Nagar, Nashik",670000,6,3,4050,36171,2,2620,1430,1970,0,3660,42874
"Shree Shree Yogeshwar, Upendra Nagar Colony, Nashik",1510000,4,3.25,3660,5800,2.5,3360,300,1909,1995,3240,5800
"Pacific Prabhu Square, Deepali Nagar, Nashik",288400,3,2.25,1870,3230,2,1870,0,1997,0,1620,3363
"Shri Ram Nagar, Nashik",700000,4,2,2230,4635,1.5,1510,720,1908,0,1520,4635
"Deolali Gaon, Nashik",830000,4,3,2020,6000,1,1220,800,1968,2015,1400,6000
"R K Lotus Avenue, Pathardi Gaon, Pathardi Phata,Nashik",1900000,2,2.75,3690,32044,2,3690,0,1989,0,2310,26988
"R K Lotus Avenue, Pathardi Gaon, Pathardi Phata,Nashik",350500,2,1,1450,6380,1,1450,0,1967,0,1240,6380
"Building guruashish apprtment ,Nashik Road, Nashik",431000,3,1.75,1630,9000,1,1630,0,1956,0,1600,11120
"Rama hight B wing Khande mala,Savata Nagar, Nashik",485000,3,2.5,1840,8250,1,1340,500,1958,0,1970,7920
"hari sanskruti nashik road ,Nashik Road, Nashik",780000,3,1.5,1620,7500,1,1620,0,1949,0,2440,7800
"Pooja Residency, Matoshri Nagar, Nashik Road,Nashik",720000,2,1.5,1840,9000,1,1340,500,1957,0,1880,7560
"Cidco, Nashik",415000,3,1,1360,73616,1,1360,0,1971,0,2040,50965
"Orchid Rudraksh Residency, Someshwar Colony, Satpur,Nashik",480000,4,1,2080,5500,1,1040,1040,1941,0,1280,4000
"Tarangan apartment,Dwarka, Nashik",452250,4,2.25,2550,10000,1,1560,990,1979,0,2440,10000
"Anand palace Ekdanta nagar more mala,Mahalakshmi Nagar, MIDC Ambad,Nashik",316000,3,2.5,2550,8170,2,2550,0,1985,0,1840,8823
"Darsha n,Vijaynagar Colony, Nashik",700000,2,1,1160,17635,1,1160,0,1945,0,1510,13122
"Janaki Shri Sadguru Apartment, Viveka Nand Nagar, Anandwalli Gaon,Nashik",285000,4,2,1760,5500,1,780,980,1925,2004,1510,5500
"Maitra pusha apartment,Kranti Nagar, Ram Wadi,Nashik",575000,3,1.75,1720,4050,1,860,860,1906,0,1720,4410
"Prashant Nagar, Pathardi Phata,Nashik",590000,3,2.25,2300,12430,1,1580,720,1960,0,2500,12430
"Prashant Nagar, Pathardi Phata,Nashik",587500,4,1.75,2500,20868,1,1600,900,1956,0,2170,15026
"Nilanjan Classic Appartment,Shivaji Nagar, Satpur,Nashik",364000,4,2.25,1750,10270,1.5,1750,0,1968,0,1750,10127
"Giri Riveryne Nest, Gurudatta Nagar, Nashik Road,Nashik",490000,3,2.5,1890,10190,2,1890,0,1986,0,2080,9794
"Anmol City Two Phase 1, Sadguru Nagar, Nashik",410000,3,2.25,1800,36704,1,1360,440,1978,0,2730,36404
"Pathardi Gaon, Pathardi Phata,Nashik",520000,3,2.5,2160,4297,2,2160,0,1999,0,2160,3968
"Ekadanta Residency,Gurudatta Nagar, Nashik Road,Nashik",389000,3,1,1380,6591,1,1380,0,1947,0,1610,6594
"Eshanya Builers and developers,Pathardi Gaon, Pathardi Phata,Nashik",450000,2,1,1180,6000,1,1180,0,1910,0,1600,6000
"Krrish galaxy,Ghatkopar, Nashik",325000,3,2.5,2550,4240,2,2550,0,2006,0,2550,4240
"Shri ram height,Mahalakshmi Nagar, MIDC Ambad,Nashik",660000,2,1,1070,5000,1,1070,0,1924,0,1400,4000
"Viveka Nand Nagar, Anandwalli Gaon,Nashik",850000,3,2.25,2870,8170,2,2250,620,1995,0,1310,8170
"Pandav Nagari, Pathardi Phata,Nashik",285000,3,2.5,1940,9874,2,1940,0,1990,0,1860,8875
"Anmol Gold, Dnyaneshwar Nagar, Pathardi Phata,Nashik",395000,2,1,870,3121,1,870,0,1923,0,1570,1777
"Murari Nagar, Nashik",440000,3,2,1550,2401,2,1550,0,1996,0,1550,3446
"Ekta Ekta Greenville, Buddha Vihar, Pathardi Phata,Nashik",249000,3,1.75,1400,5648,1.5,1400,0,1917,0,2320,9420
"Shri Balaji App ,Dnyaneshwar Nagar, Pathardi Phata,Nashik",635000,3,1.75,1210,4400,1.5,1210,0,1930,0,2020,3750
"Vasantdadanagar, Adgaon,Nashik",515000,3,2.5,3430,48993,2,3430,0,2001,0,2460,36256
"Renuka Apartments,Mhasrul Gaon, Nashik",1400000,3,3.25,3020,6073,2,3020,0,1954,0,3020,7700
"Avani Heights, Matoshree Nagar, Nashik",200000,2,1,950,8100,1,950,0,1955,0,1620,7630
"Ishna, Adgaon, Nashik",1140000,4,2.75,3370,8103,1,1970,1400,1970,2014,2120,6360
"Nirman's Ashiyana, Kathda, Nashik",445000,4,1,1460,4600,1,780,680,1946,0,1560,4600
"Dwarka, Nashik",555000,3,1.5,1740,4200,1.5,1640,100,1920,0,1660,3750
"Ganesh milestone,Swami Samarth Nagar, Nashik Road,Nashik",537000,4,2,1720,6413,1,860,860,1950,0,1280,6413
"Govinda heights phatrdi phata near rk lawnce ,Prashant Nagar, Pathardi Phata,Nashik",315000,3,1.75,1480,7500,1,1480,0,1968,0,1480,7500
"Gurudatta Heights, Tarwala Nagar, Nashik",805000,5,2.5,3320,7266,2,3320,0,2000,0,3060,10269
"Ram Ram Residency, Ramkrishna Nagar, Makhmalabad,Nashik",414000,4,2.5,3490,9030,1.5,3490,0,1969,0,2540,8400
"Shree Tirumala Luxuria Apartment, Ganpati Nagar, Anandwalli Gaon,Nashik",375000,2,1.5,1160,1648,2,1160,0,2002,0,1458,2351
"Vishvakarma Anand Vishva, Ghatkopar, Nashik",401000,4,1.75,3010,12523,1,1780,1230,1952,0,2040,7560
"vyankateh Apartment,Damodar Nagar, Pathardi Phata,Nashik",210000,3,1,1030,4583,1,1030,0,1967,0,1730,8023
"Space Orion, Rosa Colony, Nashik Road,Nashik",365000,2,1,980,5110,1,780,200,1939,0,1430,5110
"Space Orion, Rosa Colony, Nashik Road,Nashik",178000,5,1.5,1990,18200,1,1990,0,1960,0,1860,8658
"Om Residency, Nashik Road, Nashik",710000,2,1,1790,4000,1,1040,750,1923,0,1310,4000
"Shree Sai Park, Dnyaneshwar Nagar, Pathardi Phata,Nashik",255000,2,1,810,7980,1,810,0,1928,0,1440,7980
"TIDKE NAGAR, Nashik",528000,5,2.25,2940,38009,1,1700,1240,1977,0,2620,38300
"Dales Park Royal, Gandhi Nagar Airport Area, Nashik Road,Nashik",537000,4,4.25,4883,26040,2,3859,1024,2006,0,3736,9870
"Ashwamegh Nagar, Makhmalabad,Nashik",442000,4,1.5,1360,6110,1,1010,350,1955,0,1520,6110
"Atreya Prabhakar Apartment, Pandav Nagari, Pathardi Phata,Nashik",375000,3,1.75,1370,19550,1,1370,0,1978,2006,1430,17550
"Ekta Greenville Villa, Buddha Vihar, Pathardi Phata,Nashik",637250,4,2.5,2120,3220,2,2120,0,2005,0,2120,3547
"Nilkanth Niwas,DGP Nagar, Nashik",427500,3,1.75,1240,7200,1,1240,0,1942,0,1640,7200
"Nashik Road, Nashik",700000,4,2.5,2770,89298,2,2770,0,2004,0,2650,89298
"Anmol Nayantara Gold, Dnyaneshwar Nagar, Pathardi Phata,Nashik",680000,3,1.75,1660,5750,1,1080,580,1909,0,2060,5560
"Nirman Nirmans Vrindavan Gardens, MIDC, Satpur,Nashik",393820,2,2,1170,8251,1,1170,0,1941,0,1360,6798
"Mangalaprasth apartment,Konark Nagar, Nashik",525000,4,2.75,2470,7200,1,1350,1120,1940,0,1500,6000
"Dwarka, Nashik",505000,2,1.75,1310,3816,1,1110,200,1929,0,1510,3816
"Shree hari Apart,Pathardi Gaon, Pathardi Phata,Nashik",555565,3,2,1670,11337,1,1670,0,1959,0,2210,11337
"Golden Bricks ,Nashik Road, Nashik",650000,3,1.75,1660,10819,1,1240,420,1942,0,3110,11853
"Kalash Imperium Apartments, Govind Nagar, Nashik",632500,5,3.25,3500,7254,2,2760,740,2005,0,2820,6317
"Mhasrul Gaon, Nashik",269000,3,2.5,1440,3800,2,1440,0,2005,0,1890,3819
"Trimbakshwar,Trimbak, Nashik",405000,4,2.75,2360,7716,1,1390,970,1978,0,2160,8794
"Viraj Atlantis, Amrutdham, Nashik",845000,3,3.5,3460,15745,2,3460,0,1986,0,3350,14825
"Mahalaxmi Dham Co Operative Hsg Soc,Nandur Village, Nashik",234000,3,1,1750,8820,1,1750,0,1961,0,1400,9600
"Mangalaprasth apartment,Konark Nagar, Nashik",638000,4,1.75,1470,4236,1.5,1470,0,1946,0,1480,5400
"Panchavati, Nashik",290000,3,1.75,1710,10950,1,1060,650,1967,0,1180,10950
"Shree Krupa Heights, Gangapur, Nashik",262000,1,0.75,520,12981,1,520,0,1920,0,1340,12233
"Chinchore Sukrut Apartment, Mhasrul Gaon, Nashik",270000,4,2.5,2350,5835,2,2350,0,2003,0,3010,5772
"Balram Nagar, Nashik",875000,4,2.25,2380,4876,2,2240,140,1948,0,1780,4559
"Shyam Nest Apartment,Omkar Nagar, Nashik",299000,3,2.25,1920,7840,2,1920,0,1982,0,2170,7210
"Paranjape Schemes Aaryavarta, Siddhivinayak Colony, Nashik",551000,3,1,1580,6000,1,1580,0,1947,0,1580,6000
"Shivprakash Pride,Pathardi Gaon, Pathardi Phata,Nashik",350000,3,2.75,3070,5280,2,2360,710,1950,1986,2570,18983
"Nerkar Ganesh Signifia, Indira Nagar, Nashik",1900000,3,2.5,2660,13367,2,2660,0,1992,0,2660,13367
"Ashoka Atharva Heights, Swami Samarth Nagar, Nashik Road,Nashik",511718,2,1.75,1700,5000,1,850,850,1915,0,1690,5000
"Ashoka Atharva Heights, Swami Samarth Nagar, Nashik Road,Nashik",965000,4,3.25,5010,49222,2,3710,1300,1978,0,3140,54014
"Shree samarth apartment ,Dattanagar, Dattanagar,Nashik",475000,4,2.25,2680,4673,2,2680,0,1999,0,2460,4645
"Panchavati, Nashik",1060000,4,2.75,2720,4000,1.5,1840,880,1928,0,1600,4000
"Mankameshwar Residency,Hirawadi, Nashik",252000,2,1,940,15450,1,940,0,1926,0,1370,34820
"Yeshodhan elight,Nashik Road, Nashik",580000,6,2.5,3596,13700,1,1798,1798,1964,0,1894,10500
"Mathura apartment panchvati ,Balram Nagar, Nashik",374950,2,2.25,1240,1172,2,1000,240,2008,0,1260,1111
"Shri Mauli apartment,Kala Nagar, Indira Nagar,Nashik",739000,5,4,4660,9900,2,2600,2060,1979,0,3380,9900
"Sai Darshan Apartment, Uttam Nagar, Nashik",271000,4,1.75,1710,7200,1,910,800,1975,0,1730,7200
"kalptaru residency,Dwarka, Nashik",230000,2,1,930,7550,1,930,0,1986,0,1370,10176
"Laxman Villa,Dhurav Nagar, Satpur,Nashik",210000,3,2.25,1430,9150,1,1070,360,1984,0,1430,6364
"Makhmalabad, Nashik",350000,3,2.75,1650,5700,2,1650,0,1988,0,1320,7620
"Prashant Nagar, Pathardi Phata,Nashik",491500,3,2.25,1560,12000,1,1110,450,1968,0,2190,4612
"Ashtgandha Apartment, Balram Nagar, Nashik",325000,3,2.5,1870,9825,1,1250,620,1994,0,1380,11475
"Vijaynagar Colony, Nashik",190000,3,2,1320,7625,1,1320,0,1987,0,1420,7500
"Lasalgaon, Nashik",658600,4,2,1400,4690,1.5,1400,0,1945,0,1400,4690
"Pawar Wadi, Nashik",299950,3,1.5,1940,8951,1,1300,640,1958,0,2000,8319
"Dattanagar, Dattanagar,Nashik",464000,5,2,2000,3000,1.5,1200,800,1931,0,1330,4000
"Govind Paradise, Bhujbal Knowledge City, Adgaon,Nashik",308000,3,1,1640,18144,1.5,1640,0,1942,0,1500,9065
"Vinayak Mangaldeep Apartment, Upendra Nagar Colony, Nashik",625000,3,1,1020,7650,1,1020,0,1919,0,1870,5500
"Ekta Greenville Villa, Buddha Vihar, Pathardi Phata,Nashik",240000,3,1.75,1630,9450,1,1080,550,1977,0,1280,9100
"Shanjira Pride Apartment,Dnyaneshwar Nagar, Pathardi Phata,Nashik",530000,4,2.5,2940,35996,2,2940,0,1995,0,2890,35089
"Om Residency, Nashik Road, Nashik",1000000,5,4.5,2120,8944,2,2120,0,1939,1963,2870,8944
"Viraj Atlantis, Amrutdham, Nashik",439000,1,1,790,2400,1,790,0,1918,0,1580,2566
"Sakharam fase 1,Vijaynagar Colony, Nashik",575000,4,1.75,2020,6200,1,1010,1010,1948,0,1440,4158
"Samarpan Apartment ,Prashant Nagar, Pathardi Phata,Nashik",418000,3,1.75,1530,7238,1,1530,0,1959,0,1580,7238
"Elegance Apartment,Sadguru Nagar, Nashik",1210000,4,3.75,3250,10949,2,2940,310,1930,1989,2340,15234
"Shayam Everest Appartment,Pathardi Gaon, Pathardi Phata,Nashik",1100000,4,3.75,2930,3200,1.5,2130,800,1925,0,1900,4320
"Vrindavan Heights, Ghadge Nagar, Makhmalabad,Nashik",1900000,3,3.75,3150,8550,2,3150,0,2007,0,2510,8550
"Dhurav Nagar, Satpur,Nashik",580000,3,2.5,2180,40278,2,2180,0,1985,0,2630,40000
"See Gajanan park,Ghatkopar, Nashik",380000,2,1,1040,7372,1,840,200,1939,0,1930,5150
"Akshardham heights apartment,Pandav Nagari, Pathardi Phata,Nashik",256000,3,1,880,5375,1,880,0,1924,0,980,4838
"Om Nagar, Nashik",349950,3,1,1400,7066,1,1400,0,1957,0,1400,7320
"Rajgadh Co Op Housing Society Ltd, Nashik Road, Nashik",691500,4,2.5,2600,7200,2,2600,0,1962,2002,1790,6175
"Labh Heights, Panchavati, Nashik",556000,3,1.75,1590,2500,1.5,1190,400,1908,0,1420,3800
"Nashik Road, Nashik",218000,3,2.25,1610,7084,1,1280,330,1968,0,2170,8505
"Prabudha Nagar, Satpur,Nashik",425000,4,2,1390,4500,1.5,1390,0,1908,0,1900,5460
"Growealth Infra,Chetana Nagar, Rane Nagar,Nashik",935000,3,3.25,3710,38509,2,3710,0,1998,0,1680,25865
